"X","release_date","movie","production_budget","domestic_gross","worldwide_gross","distributor","mpaa_rating","genre"
1946,"10/2/1998","A Night at the Roxbury",17000000,30331165,30331165,"Paramount Pictures","PG-13","Comedy"
1947,"3/4/2011","Beastly",17000000,27865571,38028230,"CBS Films","PG-13","Drama"
1948,"7/9/1982","Tron",17000000,26918576,26918576,"Walt Disney",NA,"Action"
1949,"8/20/2010","Lottery Ticket",17000000,24719879,24719879,"Warner Bros.","PG-13","Comedy"
1950,"9/5/2003","Dickie Roberts: Former Child Star",17000000,22734486,23734486,"Paramount Pictures","PG-13","Comedy"
1951,"3/31/2006","ATL",17000000,21170563,21170563,"Warner Bros.","PG-13","Comedy"
1952,"8/24/2001","Summer Catch",17000000,19693891,19693891,"Warner Bros.","PG-13","Comedy"
1953,"12/11/1998","A Simple Plan",17000000,16316273,16316273,"Paramount Pictures","R","Drama"
1954,"11/27/2002","Wes Craven Presents: They",17000000,12840842,16140842,"Miramax/Dimension","PG-13","Horror"
1955,"7/24/1987","Superman IV: The Quest for Peace",17000000,11227824,11227824,"Warner Bros.","PG","Action"
1956,"1/25/2008","How She Move",17000000,7070641,8607815,"Paramount Vantage","PG-13","Drama"
1957,"2/24/2006","Running Scared",17000000,6855137,9729088,"New Line","R","Action"
1958,"8/24/2012","The Apparition",17000000,4936819,10637281,"Warner Bros.","PG-13","Horror"
1959,"4/30/2004","Bobby Jones: Stroke of Genius",17000000,2694071,2694071,"Film Foundry","PG","Drama"
1960,"12/25/2010","L'illusionniste",17000000,2231474,8609949,"Sony Pictures Classics","PG","Adventure"
1961,"1/1/1981","Roar",17000000,2110050,2110050,NA,"PG","Adventure"
1962,"10/17/2003","Veronica Guerin",17000000,1569918,9438074,"Walt Disney","R","Drama"
1963,"6/10/2016","Genius",17000000,1361045,6942889,"Roadside Attractions","PG-13","Drama"
1964,"6/26/2015","Escobar: Paradise Lost",17000000,195792,3917679,"RADiUS-TWC","R","Drama"
1965,"3/11/2016","The Young Messiah",16800000,6469813,7313697,"Focus Features","PG-13","Drama"
1966,"11/27/1991","My Girl",16500000,58011485,58011485,"Sony Pictures","PG-13","Comedy"
1967,"12/11/1987","Wall Street",16500000,43848100,43848100,"20th Century Fox","R","Drama"
1968,"12/11/1995","Sense and Sensibility",16500000,42993774,134993774,"Sony Pictures","PG","Drama"
1969,"8/18/2006","The Illusionist",16500000,39868642,83792062,"Yari Film Group Rel…","PG-13","Drama"
1970,"12/19/2003","House of Sand and Fog",16500000,13005485,16157923,"Dreamworks SKG","R","Drama"
1971,"9/21/2007","Sydney White",16500000,11892415,13636339,"Universal","PG-13","Comedy"
1972,"6/2/1989","Dead Poets Society",16400000,95860116,239500000,"Walt Disney","PG","Drama"
1973,"12/16/1994","Dumb & Dumber",16000000,127175374,246400000,"New Line","PG-13","Comedy"
1974,"5/19/2000","Road Trip",16000000,68525609,119739110,"Dreamworks SKG","R","Comedy"
1975,"12/8/1982","The Verdict",16000000,53977250,53977250,"20th Century Fox","R","Drama"
1976,"1/15/1999","Varsity Blues",16000000,52894169,54294169,"Paramount Pictures","R","Drama"
1977,"5/25/2012","Moonrise Kingdom",16000000,45512466,68848446,"Focus Features","PG-13","Drama"
1978,"11/25/2011","The Artist",16000000,44667095,128256712,"Weinstein Co.","PG-13","Drama"
1979,"8/2/2002","The Master of Disguise",16000000,40363530,40363530,"Sony Pictures","PG","Adventure"
1980,"12/29/2006","El Laberinto del Fauno",16000000,37634615,87041569,"Picturehouse","R","Horror"
1981,"2/2/2007","The Messengers",16000000,35374833,53774833,"Sony Pictures","PG-13","Horror"
1982,"3/2/2001","See Spot Run",16000000,33357476,43057552,"Warner Bros.","PG","Adventure"
1983,"8/9/1991","Double Impact",16000000,29090445,29090445,"Sony Pictures","R","Action"
1984,"6/27/2001","Baby Boy",16000000,28734552,28734552,"Sony Pictures","R","Drama"
1985,"4/11/2001","Joe Dirt",16000000,27087695,30987695,"Sony Pictures","PG-13","Comedy"
1986,"9/12/2008","The Women",16000000,26902075,50103808,"Picturehouse","PG-13","Comedy"
1987,"4/20/2007","Hot Fuzz",16000000,23618786,81742618,"Focus Features","R","Comedy"
1988,"8/15/2008","Vicky Cristina Barcelona",16000000,23216709,104504817,"MGM","PG-13","Comedy"
1989,"6/13/2018","Superfly",16000000,20537137,20723581,"Sony Pictures","R","Action"
1990,"3/12/2010","Remember Me",16000000,19068240,56506120,"Summit Entertainment","PG-13","Drama"
1991,"10/11/2002","White Oleander",16000000,16357770,21657770,"Warner Bros.","PG-13","Drama"
1992,"3/3/2000","Drowning Mona",16000000,15427192,15980376,"Destination Films","PG-13","Comedy"
1993,"1/30/1987","Radio Days",16000000,14792779,14792779,"Orion Pictures",NA,"Comedy"
1994,"7/18/2003","How to Deal",16000000,14108518,14108518,"New Line","PG-13","Drama"
1995,"5/28/2004","Soul Plane",16000000,13922211,14553807,"MGM","R","Comedy"
1996,"12/9/1988","My Stepmother Is an Alien",16000000,13854000,13854000,"Sony Pictures","PG-13","Comedy"
1997,"6/29/2012","People Like Us",16000000,12431792,12617472,"Walt Disney","PG-13","Drama"
1998,"9/3/2004","The Cookout",16000000,11540112,11540112,"Lionsgate","PG-13","Comedy"
1999,"10/19/1979","Meteor",16000000,8400000,8400000,"American Internatio…",NA,"Action"
2000,"3/7/1986","Highlander",16000000,5900000,12900000,"20th Century Fox","R","Action"
2001,"11/18/2016","Bleed for This",16000000,5083906,6603926,"Open Road","R","Drama"
2002,"9/15/2000","Duets",16000000,4734235,6615452,"Walt Disney","R","Drama"
2003,"8/13/1999","Detroit Rock City",16000000,4217115,5825314,"New Line","R","Comedy"
2004,"10/19/2007","Things We Lost in the Fire",16000000,3287315,8120148,"Paramount Pictures","R","Drama"
2005,"5/16/2014","The Immigrant",16000000,2013456,7585011,"RADiUS-TWC","R","Drama"
2006,"8/15/1997","Steel",16000000,1686429,1686429,"Warner Bros.","PG-13","Action"
2007,"12/21/2005","The White Countess",16000000,1669971,2814566,"Sony Pictures Classics","PG-13","Drama"
2008,"10/1/2014","Men, Women and Children",16000000,705908,1685403,"Paramount Pictures","R","Comedy"
2009,"12/31/2008","Good",16000000,31631,31631,"ThinkFilm","R","Drama"
2010,"6/21/2002","Juwanna Mann",15600000,13571817,13771817,"Warner Bros.","PG-13","Comedy"
2011,"6/8/2007","La Môme",15500000,10299782,88611837,"Picturehouse","PG-13","Drama"
2012,"11/15/2002","Ararat",15500000,1693000,1693000,"Miramax","R","Drama"
2013,"4/22/2005","Madison",15500000,517262,517262,"MGM","PG","Drama"
2014,"2/26/2010","The Yellow Handkerchief",15500000,318623,318623,"Samuel Goldwyn Films","PG-13","Drama"
2015,"3/31/2006","Slither",15250000,7802450,12930343,"Universal","R","Horror"
2016,"11/16/1990","Home Alone",15000000,285761243,476684675,"20th Century Fox","PG","Comedy"
2017,"12/5/1984","Beverly Hills Cop",15000000,234760478,316300000,"Paramount Pictures","R","Action"
2018,"5/16/1986","Top Gun",15000000,179800601,356799634,"Paramount Pictures","PG","Action"
2019,"12/17/1982","Tootsie",15000000,177200000,177200000,"Sony Pictures","PG","Comedy"
2020,"11/25/1987","3 Men and a Baby",15000000,167780960,167780960,"Walt Disney","PG","Comedy"
2021,"11/26/2010","The King’s Speech",15000000,138797449,430821168,"Weinstein Co.","R","Drama"
2022,"9/15/1999","American Beauty",15000000,130058047,356258047,"Dreamworks SKG","R","Drama"
2023,"12/8/2000","Crouching Tiger, Hidden Dragon",15000000,128067808,213514672,"Sony Pictures Classics","PG-13","Action"
2024,"12/9/1988","Twins",15000000,111936388,216600000,"Universal","PG","Comedy"
2025,"12/20/1996","Scream",15000000,103046663,173046663,"Miramax","R","Horror"
2026,"8/11/2017","Annabelle: Creation",15000000,102092201,305385888,"Warner Bros.","R","Horror"
2027,"10/25/2013","Jackass Presents: Bad Grandpa",15000000,102003019,160903019,"Paramount Pictures","R","Comedy"
2028,"6/28/1978","Heaven Can Wait",15000000,98800000,98800000,"Paramount Pictures","PG","Comedy"
2029,"12/18/1985","The Color Purple",15000000,93589701,93589701,"Warner Bros.","PG-13","Drama"
2030,"11/28/2014","The Imitation Game",15000000,91125143,227773686,"Weinstein Co.","PG-13","Drama"
2031,"3/30/1988","Beetlejuice",15000000,73326666,73326666,"Warner Bros.","PG","Comedy"
2032,"11/18/1959","Ben-Hur",15000000,73000000,73000000,"MGM","G","Adventure"
2033,"1/18/2013","Mama",15000000,71628180,148095566,"Universal","PG-13","Horror"
2034,"10/10/1980","Private Benjamin",15000000,69847348,69847348,"Warner Bros.","R","Comedy"
2035,"3/7/1980","Coal Miner's Daughter",15000000,67182787,67182787,"Universal","PG","Drama"
2036,"3/6/1987","Lethal Weapon",15000000,65192350,120192350,"Warner Bros.","R","Action"
2037,"3/19/2010","Diary of a Wimpy Kid",15000000,64003625,76954311,"20th Century Fox","PG","Adventure"
2038,"7/29/1983","National Lampoon’s Vacation",15000000,61400000,61400000,"Warner Bros.","R","Comedy"
2039,"9/30/2006","The Queen",15000000,56441711,128885873,"Miramax","PG-13","Drama"
2040,"12/21/1994","Little Women",15000000,50003303,50003303,"Sony Pictures","PG","Drama"
2041,"1/1/1979","The Deer Hunter",15000000,50000000,50009253,"Universal","R","Drama"
2042,"2/3/2006","When a Stranger Calls",15000000,47860214,67215435,"Sony Pictures","PG-13","Horror"
2043,"2/8/2002","Big Fat Liar",15000000,47811275,52461017,"Universal","PG","Adventure"
2044,"8/15/1997","Cop Land",15000000,44906632,63706632,"Miramax","R","Drama"
2045,"12/25/1997","Wag the Dog",15000000,43057470,64252038,"New Line","R","Drama"
2046,"5/2/2003","The Lizzie McGuire Movie",15000000,42734455,55534455,"Walt Disney","PG","Adventure"
2047,"12/25/1998","The Faculty",15000000,40283321,40283321,"Miramax","R","Horror"
2048,"6/9/1993","What's Love Got to Do With It",15000000,39100956,39100956,"Walt Disney","R","Drama"
2049,"12/14/2001","Not Another Teen Movie",15000000,37882551,62401343,"Sony Pictures","R","Comedy"
2050,"12/3/2014","Wild",15000000,37880356,52460543,"Fox Searchlight","R","Drama"
2051,"12/16/1962","Lawrence of Arabia",15000000,37495385,69995385,"Sony Pictures","PG","Adventure"
2052,"11/7/2014","The Theory of Everything",15000000,35893537,123327692,"Focus Features","PG-13","Drama"
2053,"9/16/2011","Drive",15000000,35060689,81357930,"FilmDistrict","R","Action"
2054,"4/18/2003","Malibu's Most Wanted",15000000,34308901,34499204,"Warner Bros.","PG-13","Comedy"
2055,"4/28/2000","Where the Heart Is",15000000,33771174,40862054,"20th Century Fox","PG-13","Drama"
2056,"8/28/2009","Halloween 2",15000000,33392973,38512850,"Weinstein/Dimension","R","Horror"
2057,"3/13/2009","The Last House on the Left",15000000,32752215,46526243,"Universal","R","Horror"
2058,"2/18/2005","Because of Winn-Dixie",15000000,32647042,33508485,"20th Century Fox","PG","Comedy"
2059,"9/25/1987","The Princess Bride",15000000,30857000,30858487,"20th Century Fox","PG","Adventure"
2060,"7/12/2002","Halloween: Resurrection",15000000,30259652,37659652,"Miramax/Dimension","R","Horror"
2061,"12/25/2007","The Great Debaters",15000000,30226144,30261293,"Weinstein Co.","PG-13","Drama"
2062,"8/22/2014","When the Game Stands Tall",15000000,30127963,30138912,"Sony Pictures","PG","Drama"
2063,"5/11/2007","28 Weeks Later",15000000,28638916,64232714,"20th Century Fox","R","Horror"
2064,"4/21/2000","Love and Basketball",15000000,27441122,27709625,"New Line","PG-13","Drama"
2065,"10/27/2000","Book of Shadows: Blair Witch 2",15000000,26421314,47721314,"Artisan","R","Horror"
2066,"10/10/1997","Boogie Nights",15000000,26410771,43111725,"New Line","R","Drama"
2067,"7/23/2010","Ramona and Beezus",15000000,26167002,27469621,"20th Century Fox","G","Adventure"
2068,"11/5/1993","The Remains of the Day",15000000,22954968,63954968,"Sony Pictures","PG","Drama"
2069,"1/15/1993","Nowhere to Run",15000000,22189039,52189039,"Sony Pictures","R","Action"
2070,"9/22/2000","Urban Legends: Final Cut",15000000,21468807,38574362,"Sony Pictures","R","Horror"
2071,"3/29/2013","The Place Beyond the Pines",15000000,21403519,47011449,"Focus Features","R","Drama"
2072,"10/20/2006","Flicka",15000000,21000147,21896367,"20th Century Fox","PG","Drama"
2073,"3/23/2007","The Hills Have Eyes II",15000000,20804166,37466538,"20th Century Fox","R","Horror"
2074,"4/29/2016","Keanu",15000000,20591853,20688141,"Warner Bros.","R","Comedy"
2075,"12/22/2010","Country Strong",15000000,20218921,20601987,"Sony Pictures","PG-13","Drama"
2076,"10/11/2002","Tuck Everlasting",15000000,19161999,19344615,"Walt Disney","PG","Drama"
2077,"10/13/2006","The Marine",15000000,18844784,22165608,"20th Century Fox","PG-13","Action"
2078,"3/6/1998","The Big Lebowski",15000000,17498804,46189568,"Gramercy","R","Comedy"
2079,"6/26/2009","The Hurt Locker",15000000,17017811,49894223,"Summit Entertainment","R","Drama"
2080,"11/2/2012","The Man with the Iron Fists",15000000,15634090,22018988,"Universal","R","Action"
2081,"5/11/1984","Firestarter",15000000,15136870,15136870,"Universal",NA,"Horror"
2082,"4/20/2001","Freddy Got Fingered",15000000,14249005,14249005,"20th Century Fox","R","Comedy"
2083,"8/19/2011","One Day",15000000,13843771,59168692,"Focus Features","PG-13","Drama"
2084,"6/25/2004","De-Lovely",15000000,13337299,18524496,"MGM","PG-13","Drama"
2085,"10/2/2009","Whip It",15000000,13077184,18889972,"Fox Searchlight","PG-13","Comedy"
2086,"9/1/2000","Highlander: Endgame",15000000,12801190,12801190,"Miramax/Dimension","R","Action"
2087,"1/20/2017","The Founder",15000000,12786053,24408130,"Weinstein Co.","PG-13","Drama"
2088,"4/25/2003","Confidence",15000000,12212417,12212417,"Lionsgate","R","Drama"
2089,"10/11/2002","Knockaround Guys",15000000,11660180,12419700,"New Line","R","Drama"
2090,"8/27/1999","The Muse",15000000,11614954,11614954,"October Films","PG-13","Comedy"
2091,"4/3/1998","Barney's Great Adventure",15000000,11156471,11156471,"Polygram","G","Adventure"
2092,"3/1/1989","New York Stories",15000000,10763469,10763469,"Walt Disney","PG","Drama"
2093,"3/24/2000","Here on Earth",15000000,10494147,10845127,"20th Century Fox","PG-13","Drama"
2094,"10/8/2004","Raise Your Voice",15000000,10411980,14811980,"New Line","PG","Drama"
2095,"4/23/1993","The Dark Half",15000000,9579068,9579068,"Orion Pictures","R","Horror"
2096,"3/2/2007","Black Snake Moan",15000000,9396870,10951153,"Paramount Vantage","R","Drama"
2097,"2/21/2003","Dark Blue",15000000,9237470,12262065,"MGM","R","Drama"
2098,"6/22/2007","A Mighty Heart",15000000,9176787,19153568,"Paramount Vantage","R","Drama"
2099,"3/21/2003","Boat Trip",15000000,8586376,14933713,"Artisan","R","Comedy"
2100,"5/22/2002","The Importance of Being Earnest",15000000,8378141,8378141,"Miramax","PG","Comedy"
2101,"5/5/2006","Hoot",15000000,8117637,8224998,"New Line","PG","Adventure"
2102,"2/8/2008","In Bruges",15000000,7800825,34533783,"Focus Features","R","Comedy"
2103,"1/4/2013","Promised Land",15000000,7597898,12394562,"Focus Features","R","Drama"
2104,"10/8/2001","Mulholland Drive",15000000,7219578,20785973,"Universal","R","Drama"
2105,"8/20/2008","The Rocker",15000000,6409528,8767338,"20th Century Fox","PG-13","Comedy"
2106,"9/24/1999","Jakob the Liar",15000000,4956401,4956401,"Sony Pictures","PG-13","Drama"
2107,"10/21/2005","Kiss Kiss, Bang Bang",15000000,4235837,16829464,"Warner Bros.","R","Comedy"
2108,"4/30/1999","Idle Hands",15000000,4023741,4023741,"Sony Pictures","R","Horror"
2109,"1/26/2007","Blood and Chocolate",15000000,3526588,6551310,"MGM","PG-13","Horror"
2110,"9/22/2010","You Will Meet a Tall Dark Stranger",15000000,3247816,34247816,"Sony Pictures Classics","R","Drama"
2111,"9/15/2010","Never Let Me Go",15000000,2434652,11173718,"Fox Searchlight","R","Drama"
2112,"9/9/2016","The Disappointments Room",15000000,2423467,3144688,"Relativity","R","Horror"
2113,"12/25/2003","The Company",15000000,2281585,3396508,"Sony Pictures","PG-13","Drama"
2114,"10/22/1999","Crazy in Alabama",15000000,1954202,1954202,"Sony Pictures","PG-13","Drama"
2115,"1/17/1986","The Clan of the Cave Bear",15000000,1953732,1953732,"Warner Bros.",NA,"Adventure"
2116,"6/2/2006","Banlieue 13",15000000,1200216,11599903,"Magnolia Pictures","R","Action"
2117,"11/12/1999","Felicia's Journey",15000000,824295,1970268,"Artisan","PG-13","Drama"
2118,"1/25/2002","Metropolis",15000000,673414,1405032,"Sony Pictures","PG-13","Adventure"
2119,"4/26/2013","The Reluctant Fundamentalist",15000000,528731,528731,"IFC Films","R","Drama"
2120,"2/6/2004","The Return",15000000,501752,5953886,"Kino International","PG-13","Drama"
2121,"7/25/2003","Buffalo Soldiers",15000000,353743,353743,"Miramax","R","Comedy"
2122,"8/27/2010","Centurion",15000000,123570,7885048,"Magnolia Pictures","R","Action"
2123,"10/23/2009","Ong-Bak 2",15000000,102458,7583050,"Magnolia Pictures","R","Action"
2124,"9/6/2013","Winnie Mandela",15000000,61847,61847,"Image Entertainment","R","Drama"
2125,"11/4/2011","The Son of No One",15000000,30680,1148578,"Anchor Bay Entertai…","R","Drama"
2126,"10/25/2002","All the Queen's Men",15000000,22723,22723,"Strand","PG-13","Comedy"
2127,"2/17/2017","In Dubious Battle",15000000,0,214182,"Momentum Pictures","R","Drama"
2128,"7/1/2015","Magic Mike XXL",14500000,66013057,123709460,"Warner Bros.","R","Comedy"
2129,"11/1/1996","Romeo+Juliet",14500000,46338728,147542381,"20th Century Fox","PG-13","Drama"
2130,"7/22/2011","Elle s'appelait Sarah",14500000,7691700,25480031,"Weinstein Co.","PG-13","Drama"
2131,"6/5/2015","Freedom",14500000,0,872757,"ARC Entertainment","R","Drama"
2132,"11/12/2008","Slumdog Millionaire",14000000,141330703,384530440,"Fox Searchlight","R","Drama"
2133,"12/17/1974","Towering Inferno",14000000,116000000,139700000,"20th Century Fox","PG","Action"
2134,"5/25/1988","Crocodile Dundee 2",14000000,109306210,239606210,"Paramount Pictures","PG","Adventure"
2135,"12/20/1989","Born on the Fourth of July",14000000,70001698,70001698,"Universal","R","Drama"
2136,"10/1/1993","Cool Runnings",14000000,68856263,155056263,"Walt Disney","PG","Adventure"
2137,"1/12/2007","Stomp the Yard",14000000,61356221,75525718,"Sony Pictures","PG-13","Drama"
2138,"1/16/2009","My Bloody Valentine",14000000,51545952,102836002,"Lionsgate","R","Horror"
2139,"8/31/2012","The Possession",14000000,49130588,82925064,"Lionsgate","PG-13","Horror"
2140,"10/22/1982","First Blood",14000000,47212904,125212904,"Orion Pictures","R","Action"
2141,"7/13/1977","The Spy Who Loved Me",14000000,46800000,185400000,"United Artists","PG","Action"
2142,"9/25/1998","Urban Legend",14000000,38116707,72571864,"Sony Pictures","R","Horror"
2143,"12/9/1981","Taps",14000000,35856053,35856053,"20th Century Fox","PG","Drama"
2144,"2/24/2012","Tyler Perry's Good Deeds",14000000,35025791,35579177,"Lionsgate","PG-13","Drama"
